True
36,38879
35,96521
35,72447
35,93818
36,61884
37,06515
37,35206
37,71556
37,75801
37,45919
37,32681
37,50943
37,55948
37,3482
37,28269
37,16143
36,76289
36,04799
35,22718
34,74681
34,47047
34,4178
34,48446
34,37431
34,2314
34,57796
35,32638
35,51961
35,30237
35,12161
35,01845
34,86261
34,77574
35,50734
36,0513
36,39188
36,15346
35,78423
35,6744
35,4207
35,32818
35,84679
36,31115
36,26153
37,30577
40,41997
45,47817
48,57049
50,83614
52,18056
51,87479
50,89968
49,16603
45,62938
43,00334
42,20881
42,45561
41,67869
40,20393
38,64293
37,48466
37,0548
37,0762
37,84561
39,94566
42,11219
42,08624
40,8823
39,67575
38,83352
38,10859
38,14087
38,83782
39,17355
38,98756
38,71136
38,52771
38,15409
37,35916
36,5876
37,06509
38,55247
41,0436
43,16292
44,33391
43,95288
42,61295
41,40302
40,78086
39,96646
39,02718
38,41992
38,00662
37,63383
37,48531
37,86806
38,27565
39,30262
41,36189
43,4919
43,33578
40,55774
37,32733
36,22245
35,76772
35,52817
35,52074
34,89346
34,52023
34,65895
34,62231
34,55457
34,37497
34,55938
34,79446
34,78227
34,89438
35,17238
35,3272
35,02643
34,78797
34,94463
34,82928
34,47004
34,26316
34,17488
34,07445
34,06596
34,44287
35,34055
36,51151
38,99175
40,89606
40,2578
38,45114
37,31886
36,7033
36,23253
38,08737
41,18804
42,63674
41,9456
40,40513
38,78995
37,43298
36,23693
35,45333
35,11024
35,53981
36,01075
36,51477
37,71692
40,979
46,20859
50,58474
52,3199
49,97325
45,97252
42,95819
42,30469
42,89517
43,19643
49,42196
50,40532
52,08803
54,87248
56,40446
57,23794
57,15225
56,95317
57,38782
58,1873
59,53675
75,54802
94,03911
97,82861
96,25632
93,37057
90,57768
89,50585
88,44406
88,53814
92,02802
96,96344
95,32528
90,98287
88,44362
84,86994
78,87261
77,09384
75,75875
74,01751
70,69625
67,32279
65,36458
64,393
62,99121
59,98298
56,56517
53,90954
52,54155
51,61891
51,40271
50,62559
50,73694
65,55818
93,24437
111,23526
116,38442
110,77157
103,81513
98,06811
93,00548
88,42958
84,16115
80,16949
76,52345
72,39809
68,13296
64,8482
62,42745
60,45831
58,4467
57,33489
56,7408
55,89574
55,16667
54,33064
53,36205
51,82859
49,98288
48,76853
48,26478
48,0625
48,28861
48,85317
49,46199
50,05599
52,5941
60,21653
68,09436
67,4457
64,77573
61,23242
58,11011
54,9983
52,27234
50,47402
49,48874
48,78125
48,6191
48,82593
48,37342
47,43368
46,66825
45,85854
45,21787
44,72205
44,66731
45,05059
45,44591
45,61796
45,3251
45,35446
44,81943
44,01642
43,66868
43,65706
43,8392
43,76315
43,24366
43,11404
43,64096
44,57353
45,13593
45,10276
44,94434
44,74843
44,55477
44,29073
44,06195
43,92711
43,82512
43,4073
42,43222
41,55229
41,10069
40,84804
40,64238
40,32864
40,01005
39,82748
39,77583
39,73301
39,5022
39,33482
39,78994
39,85061
40,28336
40,61946
40,68665
40,35102
39,81185
39,48373
39,31376
39,43878
39,75077
39,93648
39,89808
39,66833
39,22652
38,82261
38,90872
39,48626
40,07806
40,58908
40,54684
40,07863
39,40291
38,58886
38,40645
38,27379
38,00306
37,62689
37,27284
37,04861
53,57319
84,60755
105,80412
111,54442
105,83276
99,96925
94,53305
89,59748
85,09837
80,2532
73,38854
65,691
60,30277
58,12641
59,96952
65,76399
70,36188
73,99843
75,7483
75,31748
74,41471
73,70016
73,07282
72,70372
72,48192
72,36578
72,29489
71,90351
70,47246
66,79997
60,76894
55,11011
51,35323
48,62655
47,29705
47,52495
47,99384
47,84361
47,53555
47,59503
47,81502
50,28644
56,81138
64,2301
64,9342
64,53632
63,79534
62,64107
60,87435
58,46053
55,85647
53,59699
51,80414
50,33391
49,11972
49,2388
51,52887
61,0524
67,18532
77,484
98,07897
106,08074
110,10515
107,75296
102,24733
96,73018
93,079
91,37892
91,35878
92,09623
92,22798
91,0647
89,19165
87,39552
85,44268
83,46658
82,12319
80,78111
78,43728
76,09517
74,51873
73,0335
